,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018276995908530176,1018276995908530176,1531611129000.0,2018-07-14 16:32:09,-0800,"{'type': 'Point', 'coordinates': [41.903698, -87.62935]}",Brunch tomorrow never looked so good! 🤤 Open at 9:30am for the World Cup —&gt; then the DJ is rolling into the 80s right after! ⚽️🍻🔊 #totallytubular #worldcup #worldcup2018 #80brunch #OmLit…  https://t.co/FjkO5sE41d,en,"['totallytubular', 'worldcup', 'worldcup2018', '80brunch', 'omlit']",[],2856921492,2856921492,Hopsmithchicago,Hopsmith Tavern,6,16,https://twitter.com/Hopsmithchicago/status/1018276995908530176,['https://www.instagram.com/p/BlOwnibgfES/?utm_source=ig_twitter_share&igshid=ovuxicquxgsl'],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
1,1011642114395049986,1011642114395049986,1530029250000.0,2018-06-26 09:07:30,-0800,"{'type': 'Point', 'coordinates': [41.903698, -87.62935]}",It’s Taco Tuesday &amp; we’re open early! ⚽️ 🌮 🍺 #worldcup #tacotuesday #mixandmatch #gamesound #hopsmith #upshow @ Hopsmith Tavern Chicago  https://t.co/oOiTeOxgdf,en,"['worldcup', 'tacotuesday', 'mixandmatch', 'gamesound', 'hopsmith', 'upshow']",[],2856921492,2856921492,Hopsmithchicago,Hopsmith Tavern,2,09,https://twitter.com/Hopsmithchicago/status/1011642114395049986,['https://www.instagram.com/p/BkfnbLYg7Oc/?utm_source=ig_twitter_share&igshid=tpcsib366eyc'],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
