,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018278352065650689,1018278352065650689,1531611452000.0,2018-07-14 16:37:32,-0800,,".@TheIWCRadio is LIVE recapping the #WorldCup from the week, oh and #ExtremeRules -  https://t.co/P5u2Wx0gOJ",en,"['worldcup', 'extremerules']",[],170410154,170410154,5CornersxSmootx,Jeven W. 👑 | #BlackLivesMatter,6,16,https://twitter.com/5CornersxSmootx/status/1018278352065650689,['https://youtube.com/channel/UCzBdOjWmngwjbbvkUt2iS5A/live'],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
