,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018273149513879559,1018208647288184839,1531610212000.0,2018-07-14 16:16:52,-0800,,@ZenithBank France 0 Croatia 1 #Worldcup #worldcup2018 #Russia2018WorldCup #2018worldCupFinal,fr,"['worldcup', 'worldcup2018', 'russia2018worldcup', '2018worldcupfinal']",[],547447599,547447599,ibraheemdatti,☆°|AM MR FR£SH°☆,6,16,https://twitter.com/ibraheemdatti/status/1018273149513879559,[],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,"[{'screen_name': 'ZenithBank', 'name': 'Zenith Bank', 'id': '2668909476'}]",,,,
1,1016464005282652165,1016381608071434240,1531178878000.0,2018-07-09 16:27:58,-0800,,@InfinixNigeria FRA 3-2 BEL #infinixGoldenseason #WorldCup,fr,"['infinixgoldenseason', 'worldcup']",[],547447599,547447599,ibraheemdatti,☆°|AM MR FR£SH°☆,1,16,https://twitter.com/ibraheemdatti/status/1016464005282652165,[],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,"[{'screen_name': 'InfinixNigeria', 'name': 'Infinix Nigeria', 'id': '2238647449'}]",,,,
2,1004457401490247680,1004407719896453120,1528316281000.0,2018-06-06 13:18:01,-0800,,@ZenithBank 1994 #SuperEagles #WorldCup  #Russian2018,und,"['supereagles', 'worldcup', 'russian2018']",[],547447599,547447599,ibraheemdatti,☆°|AM MR FR£SH°☆,3,13,https://twitter.com/ibraheemdatti/status/1004457401490247680,[],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,"[{'screen_name': 'ZenithBank', 'name': 'Zenith Bank', 'id': '2668909476'}]",,,,
3,1001767224036810752,1001523707389579264,1527674892000.0,2018-05-30 03:08:12,-0800,,@ZenithBank Launched  on Wednesday 7th February 2018 #SuperEagles #WorldCup #Russia2018,en,"['supereagles', 'worldcup', 'russia2018']",[],547447599,547447599,ibraheemdatti,☆°|AM MR FR£SH°☆,3,03,https://twitter.com/ibraheemdatti/status/1001767224036810752,[],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,"[{'screen_name': 'ZenithBank', 'name': 'Zenith Bank', 'id': '2668909476'}]",,,,
4,995718522541101063,995710413928005632,1526232769000.0,2018-05-13 10:32:49,-0800,,@ZenithBank Ahmad musa #SuperEagles #WorldCup #Russsia2018,es,"['supereagles', 'worldcup', 'russsia2018']",[],547447599,547447599,ibraheemdatti,☆°|AM MR FR£SH°☆,7,10,https://twitter.com/ibraheemdatti/status/995718522541101063,[],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,"[{'screen_name': 'ZenithBank', 'name': 'Zenith Bank', 'id': '2668909476'}]",,,,
