,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018272052401328128,1018272052401328128,1531609950000.0,2018-07-14 16:12:30,-0800,,"Love &amp; Retweet if you are still proud of our boys no matter the outcome. We finished in the top 4 and that’s still something to be proud of. Boys you united a nation, inspired so many and worked ever so hard, we love you!❤️🏴󠁧󠁢󠁥󠁮󠁧󠁿#ENG #ThreeLions #WorldCup2018 🦁  https://t.co/YaMnu9SeSF",en,"['eng', 'threelions', 'worldcup2018']",[],4866977686,4866977686,XFlaminBeckyX,♡Bex♡,6,16,https://twitter.com/XFlaminBeckyX/status/1018272052401328128,[],['https://pbs.twimg.com/media/DiGhBUMXcAE2KPA.jpg'],1,https://pbs.twimg.com/media/DiGhBUMXcAE2KPA.jpg,False,6,0,2,,worldcup OR worldcup2018,,,,,,,[],,,,
