,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018278665896058880,1018278665896058880,1531611527000.0,2018-07-14 16:38:47,-0800,,"Join us as we continue #bbqseason in The Courtyard tomorrow. Live music, great sport, food &amp; drink- always with a welcoming smile. #HeatWave2018 #WorldCup #hurling #uplimerick #startatradition #chasersbar  https://t.co/LvwgVVQPAc",en,"['bbqseason', 'heatwave2018', 'worldcup', 'hurling', 'uplimerick', 'startatradition', 'chasersbar']",[],930363735474089985,930363735474089985,LongcourtHH,Longcourt House Hotel,6,16,https://twitter.com/LongcourtHH/status/1018278665896058880,[],"['https://pbs.twimg.com/media/DiGnCBaW4AAKv3u.jpg', 'https://pbs.twimg.com/media/DiGnCBNX0AAZEMk.jpg', 'https://pbs.twimg.com/media/DiGnCBZX0AcH9AI.jpg', 'https://pbs.twimg.com/media/DiGnCBkX0AA2yNQ.jpg']",1,https://pbs.twimg.com/media/DiGnCBaW4AAKv3u.jpg,False,1,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
