,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018272480929222657,1018272480929222657,1531610052000.0,2018-07-14 16:14:12,-0800,,"Sunday, fun day @ El Potro this week.   Our#somerville, #lowell &amp; #chelsea location’s will be open for the 🇫🇷WorldCup 🇭🇷 final @11   &amp;  our house band Mariachi Estampa de America will be live🎉🎤 in our #chelsea location after the match  Hope to see you !",en,"['lowell', 'chelsea', 'chelsea']",[],3486058883,3486058883,MexicanPotro,El Potro Mexican,6,16,https://twitter.com/MexicanPotro/status/1018272480929222657,[],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
