,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018271543548370945,1018271543548370945,1531609829000.0,2018-07-14 16:10:29,-0800,,#SouSporTVnaCopa #WorldCup @andrizek  A seleção da Copa 2018: Courtois; Augustisson; T. Silva; Mina; Trippier; Kante; Casemiro; Hazard; Modric; Mbappe e Lukaku.  A lateral direita não tivemos bons nomes...,pt,"['sousportvnacopa', 'worldcup']",[],951486446283776001,951486446283776001,paulo_victor85,paulovictorviana 🇧🇷,6,16,https://twitter.com/paulo_victor85/status/1018271543548370945,[],[],0,,False,1,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
