,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018276134100897792,1018276134100897792,1531610923000.0,2018-07-14 16:28:43,-0800,,ppl in  #US  enjoying the #Worldcup becoming fans of the game. Ok tips!  1. Best football club is #Barcelona not #RealMadrid 2. Best league is #primerleague in England (&amp; yes neither Barcelona nor Madrid play there- they play in Spain) 3. Actually #ChampionsLeague is the best,en,"['us', 'worldcup', 'barcelona', 'realmadrid', 'primerleague', 'championsleague']",[],886209162425901056,886209162425901056,Ryo_Tokio,Ryo,6,16,https://twitter.com/Ryo_Tokio/status/1018276134100897792,[],[],0,,False,2,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
