,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018629532109029376,1018629532109029376,1531695180000.0,2018-07-15 15:53:00,-0800,,Paris Fans Don't Need To Choose Between #Beyonce &amp; #JayZ Concert And #WorldCup Final:  https://t.co/yWHRx0luOQ,en,"['beyonce', 'jayz', 'worldcup']",[],58487013,58487013,WiLD941,WiLD 94.1,7,15,https://twitter.com/WiLD941/status/1018629532109029376,['http://bit.ly/2zz0lou'],[],0,,False,1,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
1,1018267395658375168,1018267395658375168,1531608840000.0,2018-07-14 15:54:00,-0800,,Paris Fans Don't Need To Choose Between #Beyonce &amp; #JayZ Concert And #WorldCup Final:  https://t.co/yWHRx0luOQ,en,"['beyonce', 'jayz', 'worldcup']",[],58487013,58487013,WiLD941,WiLD 94.1,6,15,https://twitter.com/WiLD941/status/1018267395658375168,['http://bit.ly/2zz0lou'],[],0,,False,0,0,0,,worldcup OR worldcup2018,,,,,,,[],,,,
