,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1018274147703689216,1018274147703689216,1531610450000.0,2018-07-14 16:20:50,-0800,,FIFA World Cup &amp; Digital Ad Spending  https://t.co/2e5M5Cfdin via @AdColony  #DigitalAds #FIFA #WorldCup  https://t.co/WuQY24ojEx,en,"['digitalads', 'fifa', 'worldcup']",[],381854830,381854830,walycardona,Waly Cardona,6,16,https://twitter.com/walycardona/status/1018274147703689216,['https://buff.ly/2mjFqfO'],['https://pbs.twimg.com/media/DiGi8LnUEAAEuk4.jpg'],1,https://pbs.twimg.com/media/DiGi8LnUEAAEuk4.jpg,False,0,0,1,,worldcup OR worldcup2018,,,,,,,[],,,,
